"X","C1","C2","Ylin1","Ylin2","Ylin3","Ylin4","Ybin1","Ybin2","Ybin3","Ybin4","Ybin5"
0,-0.168815504568951,0.555695574718295,0.901627809382758,-0.0143603967214157,0.76727816061408,0.901585582589816,0,1,0,1,1
1,0.194373777847991,0.769052694863586,-1.33280384957758,0.377808650371931,0.450156891348138,0.903202086711621,1,1,1,1,1
0,-0.177382959168561,0.559642555544541,-1.05740292236131,-0.961541249522363,0.304620015045331,1.27039864899024,1,0,1,0,1
0,1.09863503209822,1.59667996154363,0.0408524701354153,-1.95189283097843,-1.02099705107469,-0.962387428180328,0,0,0,0,0
1,-1.86361864431801,-0.13928400995051,-0.62555032542114,0.993294191239265,-0.310196938238706,-0.192020340374734,0,0,1,1,1
0,0.653315815103263,0.680161826671071,-0.424390178135368,-0.773903041762173,0.3875343142738,-0.00111677885286318,0,1,0,1,1
0,-0.0616511113011082,0.463675663633254,-0.515156400639515,-2.35344766017537,-0.816473047467293,0.201004296771007,1,0,1,0,1
1,0.524379111008787,0.392106826171853,-1.07385348647581,-0.671694541145067,1.09214275439428,1.34568178131417,1,1,1,1,1
1,0.750262844136871,-0.399089862579785,0.542384960747132,0.773914411584357,-1.71302879064121,0.899948545558591,0,1,1,0,0
0,-1.27519781127577,-0.710960860101482,-0.907182844783955,-1.56914834991935,1.7609690069949,-1.50237986089963,0,1,0,0,1
1,1.98189307111165,0.0230841620894345,0.927340535381143,0.214726149026982,0.149210299480861,-0.962562817801852,1,1,1,1,0
0,1.96346876124678,-2.11561288780472,1.41501906109459,-0.638641069038499,0.0429912456461119,-0.401675555505915,1,0,1,1,0
0,1.13982158072007,-0.0887285850398375,-1.63316875615933,-0.11495785720685,0.0521472516437777,-0.309078212327235,1,0,1,0,0
1,-2.02276405282476,-0.416951635605843,0.249973727449031,0.640059071221622,0.208014292758591,-1.33365602595058,0,0,0,0,1
0,0.20236745483617,-0.332379542604883,-0.757411011142927,-1.34797469455558,0.766381979749782,0.415480191033878,0,0,0,1,1
1,0.0721572454315167,2.37848676328262,0.0612947641543686,-0.310203424264441,-0.0544701213938134,1.4487362173125,1,0,0,0,0
0,0.74069220060135,-0.239021535306089,-1.97545327417248,-0.493793284357453,0.703159562985772,-0.686745771479317,0,0,0,1,0
0,0.850054714709519,1.07517461525438,-0.601326710000637,-0.981400833727006,1.14219808868671,-0.109879193490926,0,1,1,1,0
0,1.26340288572752,0.464011158854783,-0.112516119847405,-0.266068307818334,-0.415672494502282,-0.513398384009349,1,1,0,0,0
0,-0.54023550050747,0.00238383960828912,-0.392241188987927,1.95576938045635,-0.199773360724607,-0.115140387558303,1,0,1,1,1
1,0.583847489485884,-0.433195108199038,1.31117585066712,1.16925436400486,-0.41809600144291,-0.591855097871766,0,0,0,1,0
0,-0.861679405123518,0.231832063326536,0.581961254066651,-0.209710449555438,-0.261212541613939,-0.511246363658212,1,0,1,0,0
1,-0.192432601648776,0.323198913973726,0.304510624177308,-2.13172592263696,0.353325784724256,2.03387426673731,1,1,1,1,1
0,-0.304456942527179,-0.257062222385814,-1.05848813835323,0.642420120068504,-0.229584761318985,0.152467169997218,0,0,0,1,1
1,0.917869094986256,-0.53378374146227,0.327408076859704,0.683194765495558,1.83459370994625,0.382866871093753,1,0,1,1,1
1,0.49278073233142,0.145234926221756,-0.185886914972539,-1.28991196165008,-1.32554426371213,-0.16122954994672,1,0,0,0,0
1,-0.606495863408041,0.417548356821599,-1.25910506128282,0.303624916363812,0.2685748163312,0.147045787695267,0,0,0,0,1
1,1.76926679465414,1.77633471841187,0.402971977811246,0.544014622879583,0.638136110382832,-0.768802959440282,0,0,1,1,1
1,0.310414680903952,0.216266627331812,0.78150719337155,-1.58965686226397,0.762535154071676,-0.118631550465877,1,0,1,0,0
0,-1.42177534767553,-0.223616503157083,0.935399913697104,1.73445666575689,0.98286322396653,-1.36750407453902,1,1,1,1,1
1,-0.130938427240563,-0.335298732778426,-1.08718443886823,-1.43265576639499,0.724151649983205,-0.0425083186699351,NA,1,0,0,0
1,NA,0.338720983057014,0.493581529538881,-0.726519096392159,-0.575967416175712,0.338759025383041,1,1,0,1,1
1,-0.388940921014782,-1.81944385935424,2.28571092911855,-0.852463193005774,1.16393554618644,-0.0139691901424895,1,1,1,1,1
1,-0.553124070876952,-0.479596559235176,1.84390170487506,-0.456470000017854,-0.519714642094237,-0.0747230847922246,1,1,1,0,0
0,0.482986822661816,0.0372703592862323,0.373051544383708,0.919245989204969,0.215133609975131,1.67929292903129,1,1,1,0,0
0,0.383106334469437,1.18267758345956,0.161003661834194,-1.64281946393149,-0.406117026913479,0.76638676324145,0,0,0,0,0
1,1.00750215063387,0.830127515436616,0.841312465061231,0.298483055393953,0.162673662801657,-1.64122169119412,1,1,0,1,0
0,-0.172090764958484,0.296536585491156,0.55533692225821,-0.278442487458964,0.40477915404549,-1.07285552997076,1,1,0,0,1
1,-0.273053533342841,-0.543346363364572,0.649940727158135,2.89304031579768,2.4800199136933,0.90121021917704,1,1,1,1,1
1,0.672351845351487,1.74590337808449,0.803731344187568,0.609576137979873,0.254715501405174,-0.740439694598255,1,0,0,0,1
1,0.929818960807562,-1.22240979876803,-0.141579873317332,-2.0371817441462,-0.341280502919551,-1.84515041041854,0,0,1,1,0
1,NA,0.893944355677845,0.240096721111592,-0.487100203537107,1.19337733864406,-0.454263983145907,1,1,0,0,0
0,0.0238878123379242,1.20360283971206,-0.156026440652922,-0.353479643706531,0.330247136430686,0.651901594458329,0,1,1,0,0
0,0.897688986475653,-0.505993234014981,-2.17607905435358,-0.511578383685064,-1.24534752359581,0.93424285589934,0,1,0,1,0
0,-1.22115093555955,0.530149585919205,0.853910211358867,-1.03356778384846,0.953701453108814,-0.248927479074858,NA,1,1,0,1
1,0.927194008057689,0.00434020948648687,1.10512592821893,0.0279309442181707,-0.977142313064472,0.634539502270459,1,0,0,0,1
1,0.729739166395661,0.757815051271175,-0.495581897990504,-0.397395187077694,0.142421515072468,0.328486490527341,0,1,0,0,0
1,0.761126626966635,2.08532933734723,0.0194636871302794,-0.543492139964593,0.231315109882603,-1.24343036744721,0,1,0,0,1
1,0.247670592966797,0.990802024031338,0.742799474483717,1.20863264471342,0.489428974951703,0.00582594818426367,0,1,1,0,0
0,1.72724316152684,2.12064460998423,-0.567350483692313,-1.20108189850745,1.64024942435999,-0.690380631728023,0,1,0,1,1
0,-0.349886924977298,2.07380665574237,0.465153124947406,0.700165312610692,-0.397812401901086,-0.300321039898157,0,0,1,1,1
1,0.816298561029286,-0.836736493355524,-0.159713553809535,-1.48282757785603,0.941092436291507,-0.884211017725747,0,1,1,0,0
1,-0.533134281564245,-0.496822206785751,-0.611722404591275,0.110859840357302,0.716310973930192,0.642588861959624,0,1,0,0,0
0,-0.252291454256243,1.47758652993535,0.25015065798028,0.926320044145196,1.30515970875842,-0.361275172227525,0,1,0,0,1
0,-1.57503525108671,1.63156128785052,-0.309321002037002,-0.781117298886771,-0.0436368676243842,-0.20510347857603,0,0,1,0,1
0,0.363044247075794,0.16528970639507,1.25746004100117,0.61407109035049,-0.750203666594463,-1.82528860106197,1,0,1,1,0
1,-0.292431979683508,0.518901997512397,-1.03360175019533,0.786661273764197,-1.43886277342493,-0.732003743064571,1,0,1,1,0
0,0.787772242700982,0.652112502708564,-1.54161427054901,0.0880948279105038,1.24548739914552,0.281894015131227,0,0,1,1,1
1,-0.829027644601468,0.365722943546014,-1.26510679872511,-0.0883790956057147,0.101354961132817,1.06121106324761,1,1,1,1,1
0,0.647700960367287,-0.339035869342853,-0.20457198126285,0.618860310483436,0.537643351976456,1.42551564958943,1,1,1,0,0
1,-0.299717533753414,0.541338729854826,-0.507489993981236,0.22038622271724,0.703522402451758,-1.41461194762788,0,1,0,0,0
0,0.411884148567111,-0.191693511805627,0.0148699088268231,0.350728718345566,-0.113256746543514,1.07742176802939,0,0,1,0,1
0,0.164639752127183,-0.759980046197327,-0.110549307334117,-2.37314349981445,-0.870007833358793,0.395724230257405,0,0,0,0,1
1,1.49992967506608,0.510625505689944,0.449288824578533,-0.434976580955177,0.527011303729482,-0.123355181281139,1,1,1,0,1
1,0.923601643366225,-0.14414871623166,0.3741036622718,-0.160370299211413,-1.63485105747777,-0.858763993777889,0,1,0,0,0
0,1.26562385707529,-0.505314885376721,-1.53212436824668,-0.708120538487501,-0.210206926772764,1.71808275491387,1,0,0,0,1
0,0.533307869130144,0.245753094333519,-1.88038139018099,-0.543645382177653,-0.503304872902022,-0.127835858626315,0,1,0,0,0
1,-0.392713343732915,0.642736823513417,1.69067652547055,-0.368721850213697,0.433504208802732,1.77390472914045,0,0,0,0,0
1,-1.15351634431609,-0.192872719636423,-0.35018263835828,-0.331284051155762,0.37480699588431,0.977900786124973,0,1,0,0,1
1,1.91991000935226,-1.43084751543092,-0.183320936847289,0.48256548989561,-0.972465244950892,0.0742782386472598,0,1,0,1,0
0,2.75696135800875,-0.0569268005282999,-0.353425848930935,1.65763044441188,1.07285127457565,-0.803444198645657,0,1,0,1,1
1,0.341705352110388,-1.94074586543096,1.78396392499805,0.242680922511543,0.469532330142235,-1.05283289318469,0,0,1,0,0
1,-0.167937063787112,-0.316899999581071,0.279664931325391,1.93668254891373,-0.198235715855414,-1.00968584297878,0,0,1,1,0
1,0.918921720936894,-2.71473571563928,1.86034325880523,-0.809471255505738,1.71321214815388,1.22605570292372,1,0,0,1,0
1,-0.297920292585029,-2.81718596945726,0.775976598373057,-1.27977904128877,0.262242944471199,0.492801584620153,0,0,0,0,1
1,0.587390245741393,-0.630985388636139,1.16935866638339,-2.32261626623134,0.938330998914885,1.06143422455012,0,1,0,0,0
1,-1.96891833558355,0.469181837754068,0.343343451115209,-0.191529249655545,-0.0362276713547692,-0.12335281651982,0,0,1,1,1
1,0.0348637141784619,3.11763119624533,-0.752583085126144,-0.733118984859135,-1.82858106228758,1.13181565419694,0,0,0,0,0
1,0.514117510032404,-1.14405975558477,1.83439632784927,1.20016848411316,1.18675398605015,-0.59956328851866,1,1,1,1,1
0,-1.66298112961879,-1.54129340883769,1.18207334564999,-0.141019715293732,0.473785011583331,0.096004806738278,0,0,1,1,1
0,0.0343615078661174,0.281812954177854,-0.98482253997237,-0.194815925573377,-1.53223006276587,1.49515977491049,0,0,0,0,0
1,0.347868165299227,2.22185313410839,-0.26274384325663,0.687832730548367,-1.04148280407396,2.00141094002361,1,0,0,0,1
0,-0.952054389789575,0.180928788299527,0.173233869873952,-0.118264907269182,-0.40850493939875,-0.107336679164225,0,1,1,1,0
0,-0.921717537938359,-0.361673774220305,-0.17016082050775,1.06699950956695,-0.143369367547992,0.691125171105839,1,1,1,1,1
1,0.35643608023143,-0.453703576531041,-0.869451934153558,0.486885527713793,-0.737893644247432,-0.146032520406112,0,1,1,1,1
1,-0.15686566598046,1.23485573046667,0.756960546983398,-0.632894895750618,1.08127672960373,1.12790722576844,1,1,NA,1,0
0,-1.21077913946519,-1.47056868302446,2.41919376736867,-1.20888169092759,0.412589142746868,0.780580954155697,1,1,0,1,1
0,-0.409372412719643,0.208013039139998,0.382653873044501,-1.70223547507222,0.455922438425902,-2.37576774056028,1,NA,1,1,0
0,-1.12805670602239,1.28138443831771,1.10486611115561,0.440252949583017,0.0867786865254065,-1.2421906969328,0,1,1,1,1
1,0.945716774530642,1.47420109382315,-0.989056324205449,-1.69832771806559,NA,-1.13911812858023,1,1,1,1,1
0,-0.959350700011826,0.91703119369553,0.443234779733551,-0.365271750593875,-0.537309550442165,-0.2549185585429,0,1,1,0,1
1,1.13119294356382,0.233492627606805,0.862895505195488,2.61257618157091,-0.822087282836452,0.61108164929498,1,1,0,1,1
1,NA,0.619550081761295,-1.27691916950413,-1.08438781905252,-1.36433964543984,-0.0983064812751382,0,0,0,0,0
0,0.318834757099162,0.185488883229905,-1.06975894895256,-1.34555098171922,1.20926069746014,-0.487568930533974,0,0,0,0,0
1,-0.435766722172216,0.181343494629264,-0.226763989905311,-0.156950580150417,-0.57089648973511,0.337255569903597,1,1,1,1,0
0,-0.397867029551475,-0.114229127593028,-1.29782214124636,0.283332365771774,0.894360792344769,-1.39312337470289,1,1,1,0,0
0,-0.435517888217467,0.52785904580661,0.403518182794969,0.907395750772352,-1.40398177743657,-0.215890808717481,0,1,0,1,1
0,-1.6219589224965,0.273641343472343,-1.38594906500065,0.221922558547472,0.0953714406767057,-1.24391360390263,1,1,1,0,1
1,0.298766493777609,0.0252763976327907,-0.51650974023354,0.379602730349657,0.0409091322895785,0.900036159216086,1,1,1,0,0
0,1.18762407267565,1.59863441496627,-1.25151716397663,-1.00598712553158,-1.57652006692587,-0.331257961271213,1,0,1,1,0
0,0.628194728269776,0.790085454046768,-1.86845223970834,-1.34366084140253,-0.408327786818063,1.49967406508275,1,0,1,0,0
0,-0.739334042510293,-0.490878499663639,-1.03493670918449,0.358648475215001,-1.88074928017528,-1.82419855583782,0,0,0,0,0
0,-0.757826041421816,-1.18685103197336,0.372086680879134,-0.311243988507061,0.850335730597817,-0.222799525321708,1,1,0,1,1
0,-1.16621401103321,0.815767346516915,-0.600551642042199,0.93408867083413,0.265288671665634,-0.45073924974533,1,1,0,0,0
1,-0.877111627150699,-0.310168550098152,0.772172678536848,1.17226564339525,0.158630359842452,NA,1,0,1,1,1
1,-0.106451751466664,0.607052114859693,1.51827620388063,0.987986185586421,0.197877548619469,-0.155330079944594,1,1,1,0,0
1,-1.75774451914546,0.934550340466969,0.791890279353726,-1.23254312136513,1.8716920235511,-1.39526467135946,1,0,0,1,1
0,-0.531292810780075,0.43283311770656,-0.940752616847906,-0.361093231487315,-0.0674574891908532,-1.54672751065108,1,0,0,0,0
0,0.0473501610588199,0.983121597755099,0.926045794016984,0.450569734985738,1.11441214228887,0.602756568386441,0,1,1,1,1
1,-0.400712429032771,0.890237519333184,0.913236863254014,-1.82528576531197,-1.52948903699406,0.994400582134298,1,0,0,1,NA
0,-0.0280755972481799,-0.632856180916532,-2.1298390938211,0.421128482665505,0.659435370454483,0.123173092005992,0,0,1,1,0
1,-1.60522911418678,1.9157699893002,1.44759183181125,1.34541791728269,2.3034381921448,0.772188771544007,1,1,1,1,0
1,0.872104385039073,-0.440881317669492,-0.851011901328379,1.32519372890931,1.27698346976926,-0.514146974950057,0,0,0,0,0
0,-1.44098246647874,0.441074582114887,-0.987635938754006,-0.0829484136415989,-1.62295280123963,-0.411556398017153,1,1,0,0,0
1,-0.840551416785769,0.215291892631251,-0.366015245836951,-0.342145159143616,-0.861439803652261,-1.97136388640059,1,0,1,0,1
1,-0.581088471435086,-0.470780302572092,0.663196889575019,1.66586515663862,0.403611478837746,0.550659821790364,1,1,0,1,1
0,-1.04071776972685,-0.560279020462414,-1.21868398610508,-0.939551756653243,-0.211346502518369,0.120152595414235,0,0,0,0,1
0,-0.917493708364608,-1.30270932990929,0.544141847920893,1.20730232836993,-0.155975675310943,-0.073603126452948,1,1,1,1,1
0,-1.80962244462899,-0.240418769330064,1.04373749871502,-0.198683681980016,1.07416477177927,-1.00033655725828,0,1,1,1,0
0,-0.246189462307098,0.331381988893137,-0.0581465261421713,0.491236364825734,0.0975729969377448,-0.0697426326086275,0,1,1,1,1
0,1.34742151078294,1.46819539967552,-1.47230088589634,-0.916480857267317,0.718085631570406,-1.72693344111475,1,0,0,1,1
1,0.344038852534349,-0.397879115134259,0.86569591415735,-0.780391618626733,2.22799525774879,0.291130694575769,1,1,1,0,1
1,-0.950279360046941,-0.692422620948598,0.175634387050553,-1.38714748181424,0.998250187716428,0.42558438319589,1,1,0,1,1
1,0.817826508256725,0.418827534700365,-0.652156079494789,-0.981176232703455,-1.13898503001138,-0.57897722514322,1,0,0,1,0
1,0.224602756058501,-2.20690548602639,1.46947592193746,0.210083781451491,1.48844940067043,0.217276079795602,0,0,1,0,1
1,0.163214837585327,0.0612850050005726,0.248910051398828,0.129930682255852,0.209709020605366,-1.2456364372127,0,0,0,0,1
0,1.3746861786308,0.334470442646273,-1.54561881100573,0.114979574157826,-0.0721887499263823,0.0400227051841391,0,1,0,0,0
1,-2.83357893377781,-0.0302185285691401,0.196856237483892,-0.246379919854245,-0.651505159691586,-0.0277863498753144,1,1,1,0,0
0,1.13306943971115,0.155445745023111,-0.311589578597429,-0.0508482464252533,0.376285662470864,0.67073577427977,1,0,1,1,1
0,-0.32491371183028,-0.169526192833098,-0.419214429422036,0.0908327573829354,-1.90169576273187,-0.0413455517364892,0,0,1,0,1
0,0.0377991618637892,-0.402226128281728,-0.469383546528667,0.580011334830494,-1.21466112697967,-0.146837690893189,1,0,0,0,1
0,1.30958691899224,-0.46649195318612,1.56036906080615,-1.25602828637601,0.758131203819858,-0.297047843760189,1,1,0,0,0
1,1.17867692166687,-0.0678651986431238,1.10801502044852,0.565915577618066,-2.13003725861493,0.41704381413266,0,0,1,1,1
1,0.427995687287024,1.0034892060477,0.200655420045103,0.65968647289649,0.5168708305079,-1.09828671761832,0,1,1,1,0
1,0.208433252976177,-0.98910936512981,0.127749187640157,0.348256980645793,-0.0969389790868594,0.606600000854225,1,1,0,1,0
1,-0.0263757527545592,0.19468233199366,1.0218477645482,-0.883939314110838,1.21783278110051,-0.564867847941731,1,1,1,0,0
1,NA,0.602936302406089,0.716343549283814,-0.957008186493386,-0.750487964852005,-2.89980727953515,1,0,1,0,0
0,0.777213152191194,0.947031264710789,-0.307474950981387,0.704007181327503,-0.83851302288536,-0.355629095328918,0,0,1,0,1
1,0.688766735600694,0.235294690735384,-1.08224403452236,0.0162432726834946,0.301539359329628,1.37481567597507,1,1,1,1,1
0,0.225755471901142,0.442155618433537,-0.875987075416771,1.59493109273474,-0.782473195737514,-0.137403488065192,1,1,0,0,1
1,-0.16954078126537,-0.959099726048148,0.505793117287766,0.902874062097234,-1.40255531180751,NA,0,1,1,0,1
0,1.8842455676265,0.458737225401261,-2.10845346526714,-1.11217138619921,-0.641532076572459,1.9772802631955,0,0,0,1,1
1,-1.00022152549551,0.345779108157813,0.722763970701208,0.496253021706049,-0.71735931440359,-0.689915405567623,1,0,1,0,1
1,-0.316690157422619,-1.63101134122701,-1.24695640386707,0.0271161832962239,0.874459741660633,0.00723326978232855,0,1,1,0,0
0,-0.480097574728269,0.361028140132999,-1.33185997262084,0.883543300843917,0.889857592541693,0.59849255630344,1,0,1,1,0
0,-1.69018116241651,0.564308613317129,0.332032208306428,-0.20186124622547,-0.584923669190881,-1.20441244743705,1,0,1,1,0
1,-0.980349836518519,1.32113843295834,-0.606378138683137,-0.301118221533843,-1.18398993911678,-1.09039586983492,0,0,0,0,1
1,-0.603032758171926,0.821344275797096,-0.00455443682386424,0.145008808232992,0.481765619247961,-0.0498018166256963,1,1,0,1,0
1,-1.89764051468975,0.198344884922334,0.421914967091046,0.513227410936171,1.09170514673874,-1.60501086997462,1,0,1,0,1
1,0.25264578835717,0.499643684382494,-1.51090484376391,-1.08398797419029,0.548436244368177,0.13255164709417,1,0,0,0,1
0,-0.267109052729711,-0.766885097642874,-1.89653640772194,NA,1.98206124569051,0.202942065016149,0,1,1,1,0
0,-0.591480239618501,1.04174226132656,-1.26139014878406,0.121879334452667,-0.695664345595483,1.95556435979219,0,1,1,0,0
1,-0.089959229850926,-0.0368472617909186,-0.112532220885864,0.800231631271418,2.72024619906971,1.58427467406287,1,1,1,1,0
0,-1.60507514123143,0.578722127468874,-0.434487703359916,-1.03182892816011,0.576311074226073,0.963425187752754,0,0,0,1,1
1,0.61581893231806,0.509918447449422,2.08247625325264,0.554027670166966,1.99308518698043,-0.462793164736674,0,0,0,1,1
1,0.123351044284194,0.111914586808698,0.920996694659117,-1.27033602388883,1.04248090556416,0.826791225713237,1,1,1,1,1
1,-1.36090967492224,0.664661868627466,1.54359246701582,0.795146215830924,-0.603528922297494,1.76737077703587,1,0,0,1,0
0,-0.28376571322819,0.45769035668607,-1.28831249740345,-0.395818031463761,0.335857914417389,-1.12617853643404,1,0,1,0,1
1,0.446655397173266,-1.67382390922412,0.911567805516573,0.0262376894707557,0.94671996441826,-0.70992966444988,1,1,0,0,0
1,-0.729234160404397,-0.519128117762708,0.405670925709458,-0.856597595615437,-0.78777529994546,-0.148174715638428,1,1,0,0,0
0,0.48069177019477,0.0834960031303748,-0.895897739321016,-1.16214232070991,1.221448411516,0.175572646082455,0,0,0,1,1
0,0.931773876404421,1.19030054480807,0.372012471780609,-1.68795008195595,-0.0202701223851997,-0.931805278329081,0,1,0,0,0
1,1.06007784539855,-0.211232885291486,0.098277440041506,0.66347844568069,-1.53294900322684,1.40315348404161,1,1,0,0,0
1,-1.19820164561935,-1.04439475929904,-0.00915449436624984,-1.59008692525081,1.51167820948196,-0.710359134234213,1,1,0,0,1
0,-0.0954025649749991,-0.0051691657073797,-0.155894899779121,-1.98811192339581,0.555729107115448,0.0665707707201239,0,1,1,1,0
1,0.150181234816153,-0.241929128783246,1.61333401733778,2.5084694117001,2.40708885342359,0.463159325822355,1,0,1,1,1
1,-0.538220623035797,-1.43539623750188,1.00094330933427,-0.261550709473723,-0.581996280853382,0.229027026317682,1,0,1,1,0
1,-0.115819688407171,1.0073957349976,0.455557433365635,0.47446779962731,-0.134023921544994,1.65136111853817,1,1,0,0,1
0,-1.05815682498301,-0.00517623553610898,0.169183285308888,0.848408929483968,1.05848594409499,-0.37269281553353,0,0,1,1,1
1,0.974014293925509,-0.378611457937878,0.915751490746167,-0.29073666154458,0.674192924018395,0.414334629101468,1,1,1,1,0
1,1.52538112250141,0.438870103205509,1.60603347000265,-0.392834311494476,-1.54486317598383,-0.929141549293626,0,0,0,0,1
0,0.684660326629694,1.05529318573178,-1.10576963502832,-0.509296321393538,-0.26316101075,-0.480499904320927,1,0,1,1,0
0,-0.637930529593067,0.270210039040038,-0.859840384185789,0.0962461356979419,-1.10050255470108,0.940891628262427,0,1,0,0,0
1,-1.09813969641627,1.05528201018714,-1.64115537810151,-1.18186897149405,1.07394391520481,-0.517499951832778,0,0,0,0,0
1,-1.2956900767258,0.221221679684621,-0.0694689511971791,0.382484479313288,-0.436950247473006,-3.09075697201202,1,0,0,0,1
1,-0.226188307334568,0.50445298538391,1.10907034364289,-0.817318770681977,-1.25025213062858,-1.51522016024413,0,1,1,0,0
1,1.16471006979067,1.07891195348034,-0.097165782416436,-0.716706711368994,-0.752218595164752,-0.204368797751902,0,1,0,0,1
0,1.09467614218374,-0.281090879128567,0.102493171256288,-0.228783109259417,-0.740698591781835,-0.692771020646066,0,1,1,1,0
0,2.20859928131178,0.562555006164919,-0.20273581048889,0.171091590336607,-2.26312627526582,0.571232328620961,0,0,0,1,1
1,-1.86992314688609,-0.46592561638217,0.834934406388157,-0.378024505047058,0.507388853041013,-1.00910639290107,1,1,0,1,1
1,1.38489882437571,1.61004208009448,0.0988146138189545,0.239334068040976,0.543474057833817,-0.240296041582272,1,0,1,1,1
0,-2.20903615235878,0.635269271004182,1.18253751964597,-1.7467938249878,1.14968577982283,-0.77922703517928,1,0,1,1,0
0,-1.16242868761792,-0.856535480371351,-0.392553212636292,0.687041033587172,-0.524270311338784,-0.478092931844307,1,1,1,1,1
1,2.66995066459593,-0.285981492276413,-1.2415730883251,0.464787891632757,-0.127879629822607,-2.11317731131425,0,1,0,1,0
0,0.0521037256326473,2.37886162993165,-0.492131312439332,-1.13271123226302,-1.33654898472981,-0.649112732895915,1,0,0,0,0
0,1.51721757618033,-0.246119745162529,-1.66871976333901,-1.42398648969359,1.44395083910209,-0.120970848953148,1,1,1,1,1
1,0.679769504551036,0.488576940580898,-1.13587707790629,-0.787712286086839,-1.1000207008447,-0.689443104428394,0,0,0,0,0
0,0.868367174535702,-1.01154223815144,-1.34661041028908,0.750679729039844,0.617491967604193,0.116823795828228,1,0,0,0,0
1,-0.321131727485827,-0.0249770501283376,-0.679006669439344,1.72098089969756,0.805515059203049,-0.737482614601714,1,0,0,0,0
